id,question,answerKey,choice_0,choice_1,choice_2,choice_3
Mercury_7107223,Which factor would have the greatest influence on the southern migration of animals living in the Northern Hemisphere?,2,strong storms,long periods of drought,cold air temperatures,increasing daylight hours
Mercury_405768,What carries oxygen throughout the body?,2,white blood cells,brain,red blood cells,nerves
Mercury_SC_401301,Which is the best example of an inherited behavior?,1,a bear knowing the best place to catch salmon,a cat clawing on a tree to sharpen its claws,a dog coming when it hears a bell,a horse trotting its way back to the barn
NYSEDREGENTS_2009_4_15,What do all animals need in order to survive?,1,"rocks, water, and soil","water, air, and food","air, rocks, and sunlight","food, soil, and sunlight"
Mercury_7109025,"Estella spilled tomato sauce on her shirt. When she washed her shirt, she noticed that the detergent she used contained enzymes. Enzymes are added to detergents to break down proteins from food and other substances that may stain clothing. Which would most likely inhibit the ability of the enzymes to remove the stain on her shirt?",2,the amount of dissolved minerals in the water,the type of fibers from which her shirt was made,the temperature of the water,the fragrances in the detergent
CSZ30661,Which of the following best describes an atom?,2,protons and electrons grouped together in a random pattern,protons and electrons grouped together in an alternating pattern,a core of protons and neutrons surrounded by electrons,a core of electrons and neutrons surrounded by protons
MCAS_2004_9_12,"At a weightlifting competition, two competitors lifted the same weight to the same height. The second competitor accomplished the lift 2 seconds faster than the first competitor. This demonstrated that the second competitor had more",2,energy than the first.,inertia than the first.,power than the first.,work than the first.
Mercury_7197943,"The fur color of a bear varies with its environment. Polar bears found in the Arctic have white fur, while black bears found in Pennsylvania have dark fur. Which best describes the variation of fur color amongst the bear species?",2,modified characteristic,ecological succession,structural adaptation,selective breeding
Mercury_SC_406058,"A car has a small gasoline engine combined with a battery-powered electric motor. When the car stops at a red light, the gasoline engine stops running and the electric motor begins working. How does this type of car most likely benefit people?",1,reduces traffic,uses less gasoline,accelerates faster,carries more passengers
Mercury_7215215,"Increased populations can lead to the depletion of locally available resources. Compared to other communities, which of these locally available resources is most likely to be depleted in desert communities?",3,mineral,oxygen,gasoline,water
Mercury_7222478,Where is the first place a scientist should present new research data about the structure of a galaxy in order to receive the most appropriate review of the research?,2,a high school science classroom,a university science blog,a peer-reviewed science journal,a popular science news magazine
AKDE&ED_2012_4_10,Which action most likely causes large rocks to become smaller pieces of rock?,1,melting inside of Earth,weathering by wind and water,cementing by mud and minerals,being pressed between layers of soil
Mercury_SC_408562,"European starlings are birds that take over the nests of other birds. When they move into an area, starlings reproduce quickly. Taking over the nests of other birds most likely increases the number of starlings by helping them to do what?",1,attract a better mate,compete for resources,migrate during the winter,blend in with the environment
MCAS_2008_5_5635,Many bacteria are decomposer organisms. Which of the following statements best describes how these bacteria help make soil more fertile?,3,The bacteria break down water into food.,The bacteria change sunlight into minerals.,The bacteria combine with sand to form rocks.,The bacteria break down plant and animal matter.
Mercury_7014473,"In Rutherford's experiment, what caused some high-energy particles to bounce off the metal, while most pass straight through?",2,light waves,magnetic waves,positive charges,negative charges
Mercury_SC_405337,Jenny's class made an instrument to measure air pressure. The instrument is a,2,thermometer.,rain gauge.,barometer.,wind vane.
Mercury_7057628,Condensation in the water cycle can best be described as the result of water vapor,0,"rising into the atmosphere, cooling and changing into a liquid form.","rising into the atmosphere, warming and changing into a gaseous form.",changing from a liquid form into a solid and forming snow.,changing from a gas form into a solid and forming hail.
MCAS_2008_8_5706,"New carpet is being measured for a room that is 5.5 m by 4.6 m. On a measuring tape, what is the smallest unit that is necessary to measure the room accurately for the carpet?",1,millimeters,centimeters,meters,kilometers
Mercury_7107205,How does an ecosystem benefit when leaves fall from a tree and decompose on the soil?,0,Nutrients are released into the soil.,Soil erosion decreases.,Carbon dioxide is absorbed by the soil.,Soil temperature decreases.
CSZ10292,Which of the following gases do plants use in photosynthesis?,2,hydrogen,oxygen,carbon dioxide,carbon monoxide
Mercury_7026583,"During an ice age, enormous ice sheets called glaciers increase in size on Earth's surface, resulting in decreased ocean depths. Due to global cooling, the water cycle is disrupted between which two stages to cause an increase in glacier size?",2,runoff and evaporation,transpiration and precipitation,precipitation and runoff,transpiration and evaporation
Mercury_7194285,Different units of measurement are more useful in some settings than in others. Which unit of measurement is most used when comparing distances within the solar system?,3,the mile,the kilometer,the light year,the astronomical unit
Mercury_7086818,The formation of diamonds requires tremendous pressure that is generated,3,in deep ocean trenches.,high in the mountains.,in dry environments.,deep below the crust.
Mercury_SC_402269,What characteristic helps a rabbit survive in a winter environment?,3,size,strength,long ears,camouflage
Mercury_SC_400345,A science class is taking a field trip to a forest to observe and study birds. Which tool would be most helpful for observing birds?,1,beakers,binoculars,safety goggles,microscopes
MCAS_2000_4_22,An example of an instinct is,3,laughing at something funny.,dogs doing tricks when told.,doing your homework at the same time each day.,salmon returning to their birthplace to lay their eggs.
