run_id,correct_answer,question,answer_option0,answer_option1,answer_option2,answer_option3,answer_option4
320884,4,"In Blue Town,, every appliance store is carmine, every bakery is gold-colored, and every shoe shop is brilliant purple. Hazel needs a baguette. What color store could she get it at?",carmine,rose purple,green,red thing,gold
301336,4,Joy denigrated Will. Cliff glorified Will. Who made Will feel proud?,Rob,Joy,Charity,Daisy,Cliff
143507,2,What immediately follows calendar winter?,9 a.m.,6 a.m.,spring,2 a.m.,September
260555,0,"In Dill town, you can only buy office products at Carrot's Store, and you can only buy herbs at Pepper's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Pepper's Store, and any time he is at Pepper's Store, she is at Carrot's Store. Basil is buying markers. Where is Lily?",Pepper's Store,Rosemary's Store,Rose's Store,Carrot's Store,Cherry's Store
294845,3,April missed a call at 11 p.m.. She returned it 1 hour later. When did she return the call?,7 p.m.,6 a.m.,6 p.m.,12 a.m.,11 p.m.
300744,2,Rob excoriated Will. Daisy acclaimed Will. Who made Will feel embarrassed?,Charity,Joy,Rob,Daisy,Cliff
335762,0,"In Strange Town, you're only allowed to attend entertainment events in the park, you're only allowed to play musical instruments in the botanical garden, and you're only allowed to play board games in the theater district. Rob is #$PlayingChess with a computer. Where is Rob?",the theater district,the shipyard,the campground,the park,the botanical garden
324751,2,"In U.S. winter, Charity visits the botanical garden every day. In U.S. autumn, Charity visits the park every day. Where will Charity go on January 5?",the campground,the town square,the botanical garden,the financial district,the park
320268,2,Daisy is expressing indecision. Charity is supporting. Rob is taking a victory lap. Which of them is most likely feeling pride?,Charity,Daisy,Rob,Joy,Cliff
159546,0,Which of the following is 6 months after 1:15 a.m. on day number 6 in June 1944?,"1:15 a.m. on December 6, 1944","1:15 a.m. on June 12, 1944","1:09 a.m. on June 6, 1944","1:15 a.m. on June 6, 1344","1:15 a.m. on December 6, 1943"
260012,1,"Cherry needs basic office connector, open microwaves, and Irish whiskey. She already has basic office connector and open microwaves. Where should she go?",clothing store,liquor store,bait and tackle shop,bicycle shop,hair salon
214972,1,It's too bad Bobby served ______. Everybody at the party follows the vegetarian diet program.,meat-free pizza,ground pork,pumpkin,frozen yogurt,sake
318660,0,Rob was minded by Cliff. Who had the action done to them?,Rob,Cliff,taking care of,Joy,Daisy
189980,2,"Out of the following, which is usually the shortest?",attending a music club,live music show,milking a cow,NFL game,refinishing metal
296157,2,April missed a call at 4 a.m.. She returned it 5 hours later. When did she return the call?,11 p.m.,8 a.m.,9 a.m.,6 p.m.,8 p.m.
289481,1,______ typically last between 10 and 90 minutes.,wedding ceremonies,mowings,January 31sts,March 30ths,April tenths
300822,0,Charity criticised Will. Cliff solaced Will. Who made Will feel embarrassed?,Charity,Joy,Daisy,Cliff,Rob
214737,1,Calvin only eats what is allowed by the vegan diet. What would he not eat or drink?,whole grain,spare rib,unripe fruit,french fry,cherry
197562,3,The word “framework” has how many letters?,8,7,6,9,10
214412,2,"Rosalyn follows the Halal diet. When she came to dinner, she didn't eat ______?",pecan,pastry,schnapps,Twinkie,frosted doughnut
189498,3,Which of these is usually the biggest?,oven,lectern,chest freezer,hunter horse,human
263760,0,Ginger bet Duke that no tofu is nachos. Ginger is a writer. Duke is a fisherman. Which of them won the bet?,author,fisherman,accountant,astronomer,Professional cook
335910,3,"In Strange Town, you're only allowed to play board games in the park, you're only allowed to attend entertainment events in the graveyard, and you're only allowed to play cards in the town square. Cliff is playing pinochle. Where is Cliff?",the graveyard,the park,the botanical garden,the town square,the campground
320965,0,"In Blue Town,, every sweet shop is dull bluish violet, every cheese shop is bluish olive, and every appliance shop is Naples yellow. Goldie needs a jelly bean. What color store could she get it at?",bluish violet,strong olive green,green,pastel yellow,purple
320928,1,"In Brown Town, every furniture shop is rose brown, every fruits and vegetables market is bright kelly green, and every bicycle store is strong green. Goldie needs a blueberry. What color store could she get it at?",yellow,bright kelly green,blank,white,haematite red
189523,0,"Of these things, pick the one which is typically the biggest.",jackrabbit,notebook,bowl,teapot,paper bag
328370,1,Which of these things would usually be slowest?,Porsche 911 Series,raven,steam locomotive,Formula 1 race car,personal watercraft
193559,4,You write the word “appropriate” with ______ letters.,8,9,5,6,11
320140,1,Cliff is boasting. Rob is involuntary body movement. Joy is snarling. Which of them is most likely feeling rage?,Daisy,Joy,Rob,Cliff,Charity
300772,4,Joy protected Will. Cliff denigrated Will. Who made Will feel angry?,Charity,Joy,Daisy,Rob,Cliff
263536,3,Duke bet Ginger that no outdoor recreation area is a Stalk-eyed mud crab. Ginger is an MD. Duke is a construction worker. Which of them won the bet?,farm worker,batter,drug dealer,construction worker,doctor
319408,4,Rob is expressing skepticism. Rob is smoking a cigar. Daisy is kvetching. Which of them is most likely feeling agony?,Joy,Cliff,Rob,Charity,Daisy
263573,2,Duke bet Ginger that no Sheldgoose is a not windy area. Ginger is a ranch hand. Duke is a writer. Which of them won the bet?,psychoanalyst,lead guitarist,author,cowpoke,doorman
320962,4,"In Purple Town, every sporting goods shop is chartreuse yellow, every butcher shop is metallic red, and every office supply store is chartreuse green. Jade needs a rule. What color store could she get it at?",green,lemon yellow,brown,dull red,chartreuse green
295950,3,April missed a call at 8 a.m.. She returned it 8 hours later. When did she return the call?,6 a.m.,10 p.m.,1 a.m.,4 p.m.,4 a.m.
214916,3,Calvin only eats what is allowed by the vegetarian diet. Which of these would he not want to eat or drink?,hot tea,sauce,flavored soft drink,bluefin tuna,insulin
295366,4,April missed a call at 5 p.m.. She returned it 12 hours later. When did she return the call?,9 a.m.,2 a.m.,3 a.m.,6 p.m.,5 a.m.
323701,2,"If a Hillman automobile just passed its inspection, then Hillman automobile has no functional issues with its?",sun roof,GPS receiver,headlight,radar system,DVD player
324726,2,"In U.S. summer, Cliff visits the shipyard every day. In U.S. autumn, Cliff visits the graveyard every day. Where will Cliff go on August 19?",the forest,the park,the shipyard,the botanical garden,the graveyard
260077,4,"Cherry needs birthday cakes, dry vermouth, and packaged breakfast food. She already has birthday cakes and dry vermouth. Where should she go?",drugstore,cosmetics and beauty supply store,butcher shop,pet store,grocery store
159460,0,Which of the following is 4 minutes after 8:35 p.m. on day number 18 in December 2019?,"8:39 p.m. on December 18, 2019","8:31 p.m. on December 18, 2019","8:35 p.m. on December 18, 2419","0:35 a.m. on December 19, 2023","4:35 p.m. on December 18, 2019"
295994,3,April missed a call at noon. She returned it 11 hours later. When did she return the call?,3 p.m.,12 a.m.,8 p.m.,11 p.m.,4 a.m.
263398,4,Duke bet Ginger that no chocolate is a sloth. Ginger is a doorman. Duke is a florist. Which of them won the bet?,Professional cook,lead guitarist,doorman,psychiatrist,florist
319354,4,Daisy is flamenco dancing. Rob is applauding. Charity is acting violently. Which of them is most likely feeling passion?,Charity,Rob,Cliff,Joy,Daisy
159295,0,Which of the following is 4 months after day number 12 in February 1809?,"June 12, 1809","October 12, 1808","February 12, 1849","February 16, 1809","February 13, 1809"
163582,1,Which of the following is 5 weeks after 3:17 p.m. on day number 20 in July 1969?,"3:22 p.m. on July 20, 1969","3:17 p.m. on August 24, 1969","8:17 p.m. on July 20, 1969","3:17 p.m. on July 20, 2469","3:12 p.m. on July 20, 1969"
297106,2,"Only females who like pineapples are allowed on the soccer team. Only males who like ripe eggplants are allowed on the hockey team. Daisy's grandson, Billie, likes all mauve fruits. Which team could Billie join?",the rugby team,the soccer team,the hockey team,the baseball team,the basketball team
214152,4,"I follow the gluten free diet, so I don't eat ______?",jalapeno pepper,sauerkraut,pot roast,pork roast,Caesar salad
320008,1,"In Green Town, every clothing store is umber brown, every produce market is bright navy, and every pet store is grayish yellowish brown. Amber needs an apple. What color store could she get it at?",dull yellowish brown,azurite blue,orange,green,taupe brown
320916,0,"In Blue Town,, every bait and tackle shop is grey ultramarine ash, every hair salon is dull violet black, and every cosmetics and beauty supply store is bright yellowish orange. Amber needs line. What color store could she get it at?",ultramarine gray ash,dark bluish gray,vivid orange yellow,yellow,orange
296065,2,April missed a call at 7 a.m.. She returned it 3 hours later. When did she return the call?,8 p.m.,4 p.m.,10 a.m.,3 p.m.,9 a.m.
294529,4,April missed a call at 10 a.m.. She returned it 2 hours later. When did she return the call?,3 p.m.,8 a.m.,12 a.m.,6 p.m.,noon
320516,4,Joy is shuddering. Daisy is staring. Cliff is speaking clearly. Which of them is most likely feeling fearfulness?,Charity,Cliff,Daisy,Rob,Joy
301165,0,Cliff shamed Will. Charity honoured Will. Who made Will feel happy?,Charity,Joy,Cliff,Daisy,Rob
319118,0,Charity is scowling. Rob is looking confused. Rob is Middle Eastern dance. Which of them is most likely feeling pity?,Charity,Joy,Daisy,Cliff,Rob
189478,0,Which of these things would usually be biggest?,car,cockpit,built-in oven,built-in stove,dresser
267821,3,The husky has ______ gills.,8,7,2,0,5
301013,3,Cliff rescued Will. Rob insulted Will. Who made Will feel grateful?,Charity,Daisy,Rob,Cliff,Joy
294592,2,April missed a call at 2 p.m.. She returned it 8 hours later. When did she return the call?,6 p.m.,8 a.m.,10 p.m.,12 a.m.,4 p.m.
214768,3,People who adhere to a vegan diet program consume no ______.,stuff composed of lime,pickles,cereals,trout,boysenberries
329300,2,Pick the one which isn't usually faster than any of the others.,personal watercraft,red-fronted macaw,mayfly,tank,Segway
143926,3,8 a.m. comes after ______.,8 p.m.,p.m.,Sunday,7 a.m.,a.m.
189416,2,Pick the thing which isn't usually smaller than any of the others.,desk,accordion,china cabinet,bookcase,paper coffee cup
263421,3,Ginger bet Duke that no mount is a Strawberry crab. Ginger is an author. Duke is a baseball pitcher. Which of them won the bet?,retail sales clerk,brewer,actor,author,pitcher
189767,3,Pick the thing which is usually the biggest.,notebook,baked potato,baseball glove,trombone,wine glass
295874,4,April missed a call at 1 a.m.. She returned it 7 hours later. When did she return the call?,11 p.m.,8 p.m.,9 p.m.,2 a.m.,8 a.m.
319317,4,Charity is quaking. Charity is concealing information. Joy is flirting. Which of them is most likely feeling attraction?,Daisy,Charity,Rob,Cliff,Joy
289730,0,______ typically last 1 day.,June fifths,eatings,haircuts,plane flights,makings cheese
263905,2,Ginger bet Duke that no promontory is a howler monkey. Ginger is a banker. Duke is a pipefitter. Which of them won the bet?,babysiter,contract killer,banker,plumber,short-order cook
262311,0,"In Dill town, you can only buy office products at Carrot's Store, and you can only buy whole grains at Cherry's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Cherry's Store, and any time he is at Cherry's Store, she is at Cherry's Store. Basil is buying barley. Where is Lily?",Cherry's Store,Carrot's Store,Rose's Store,Pepper's Store,Rosemary's Store
270752,2,Kitty is an anteater. How many hearts does she have?,3,6,1,7,2
325259,3,"In U.S. summer, Cliff visits the town square every day. In U.S. winter, Cliff visits the financial district every day. Where will Cliff go on August 9?",the shipyard,the park,the forest,the town square,the financial district
319314,2,Joy is expressing excitement. Daisy is scowling. Cliff is expressing liking. Which of them is most likely feeling irritation?,Rob,Cliff,Daisy,Joy,Charity
318654,2,Joy repudiated Charity. Who had the action done to them?,repudiating,Joy,Charity,Daisy,Cliff
320041,0,"In Blue Town,, every bookshop is ultramarine, every bakery is dull blue, and every hair studio is deep yellow. Sapphire needs baked food. What color store could she get it at?",bright navy,reddish yellow,ultramarine,yellow,orange
